date,merchant,amount,category,account
2026-02-08,UBER *TRIP,-18.94,transport,credit
2026-02-10,COMCAST CABLE COMM,-69.99,utilities,checking
2026-02-11,METRO TRANSIT,-2.75,transport,checking
2026-02-12,AMAZON MKTPLACE PMTS,-33.64,shopping,credit
2026-02-12,BLUE BOTTLE COFFEE,-6.31,coffee,credit
2026-02-12,SHELL OIL 5741,-47.10,transport,credit
2026-02-12,SPOTIFY USA,-11.99,subscriptions,credit
2026-02-12,TARGET T-1432,-48.61,shopping,credit
2026-02-12,UBER *TRIP,-11.53,transport,credit
2026-02-13,ACME PAYROLL,2841.50,income,checking
2026-02-13,METRO TRANSIT,-2.75,transport,checking
2026-02-13,CHIPOTLE 1123,-19.27,dining,credit
2026-02-13,UBER *TRIP,-14.67,transport,credit
2026-02-13,WHOLE FOODS MKT,-104.67,groceries,credit
2026-02-14,METRO TRANSIT,-2.75,transport,checking
2026-02-14,CVS/PHARMACY #0921,-19.07,health,credit
2026-02-14,THAI SPICE,-20.06,dining,credit
2026-02-14,WHOLE FOODS MKT,-81.05,groceries,credit
2026-02-15,CITY POWER & LIGHT,-150.62,utilities,checking
2026-02-15,STARBUCKS #2231,-5.73,coffee,credit
2026-02-15,THAI SPICE,-19.04,dining,credit
2026-02-16,METRO TRANSIT,-2.75,transport,checking
2026-02-16,STARBUCKS #2231,-6.88,coffee,credit
2026-02-17,CHIPOTLE 1123,-21.56,dining,credit
2026-02-17,KROGER #412,-77.81,groceries,credit
2026-02-18,HULU 877-8244858,-7.99,subscriptions,credit
2026-02-19,METRO TRANSIT,-2.75,transport,checking
2026-02-19,CHIPOTLE 1123,-20.98,dining,credit
2026-02-20,METRO WATER DEPT,-40.60,utilities,checking
2026-02-20,BLUE BOTTLE COFFEE,-4.97,coffee,credit
2026-02-21,AMAZON MKTPLACE PMTS,-39.86,shopping,credit
2026-02-21,SHELL OIL 5741,-44.01,transport,credit
2026-02-21,STARBUCKS #2231,-5.08,coffee,credit
2026-02-22,METRO TRANSIT,-2.75,transport,checking
2026-02-22,BLUE BOTTLE COFFEE,-6.02,coffee,credit
2026-02-22,CHIPOTLE 1123,-24.33,dining,credit
2026-02-22,NYTIMES DIGITAL,-17.00,subscriptions,credit
2026-02-23,METRO TRANSIT,-2.75,transport,checking
2026-02-23,PANERA BREAD #601,-34.09,dining,credit
2026-02-23,STARBUCKS #2231,-5.26,coffee,credit
2026-02-24,TARGET T-1432,-66.39,shopping,credit
2026-02-25,METRO TRANSIT,-2.75,transport,checking
2026-02-25,WHOLE FOODS MKT,-82.92,groceries,credit
2026-02-26,ACME PAYROLL,2841.50,income,checking
2026-02-26,METRO TRANSIT,-2.75,transport,checking
2026-02-26,BLUE BOTTLE COFFEE,-4.98,coffee,credit
2026-02-27,METRO TRANSIT,-2.75,transport,checking
2026-02-27,AMAZON MKTPLACE PMTS,-35.62,shopping,credit
2026-02-28,CHIPOTLE 1123,-21.82,dining,credit
2026-03-01,UBER *TRIP,-25.79,transport,credit
2026-03-01,WHOLE FOODS MKT,-51.14,groceries,credit
2026-03-02,METRO TRANSIT,-2.75,transport,checking
2026-03-02,BLUE BOTTLE COFFEE,-4.39,coffee,credit
2026-03-02,WHOLE FOODS MKT,-113.09,groceries,credit
2026-03-03,METRO TRANSIT,-2.75,transport,checking
2026-03-03,OAKWOOD APARTMENTS,-1450.00,rent,checking
2026-03-03,APPLE.COM/BILL ICLOUD,-2.99,subscriptions,credit
2026-03-03,TARGET T-1432,-74.17,shopping,credit
2026-03-04,METRO TRANSIT,-2.75,transport,checking
2026-03-05,PLANET FITNESS #1123,-24.99,subscriptions,checking
2026-03-05,SHELL OIL 5741,-44.64,transport,credit
2026-03-06,METRO TRANSIT,-2.75,transport,checking
2026-03-06,STARBUCKS #2231,-5.82,coffee,credit
2026-03-06,UBER *TRIP,-19.46,transport,credit
2026-03-07,METRO TRANSIT,-2.75,transport,checking
2026-03-07,NETFLIX.COM,-15.49,subscriptions,credit
2026-03-07,PANERA BREAD #601,-15.28,dining,credit
2026-03-07,UBER *TRIP,-10.13,transport,credit
2026-03-08,KROGER #412,-75.19,groceries,credit
2026-03-08,STARBUCKS #2231,-5.76,coffee,credit
2026-03-09,METRO TRANSIT,-2.75,transport,checking
2026-03-10,COMCAST CABLE COMM,-69.99,utilities,checking
2026-03-10,METRO TRANSIT,-2.75,transport,checking
2026-03-10,AMAZON MKTPLACE PMTS,-22.93,shopping,credit
2026-03-10,BLUE BOTTLE COFFEE,-4.91,coffee,credit
2026-03-10,CHIPOTLE 1123,-25.91,dining,credit
2026-03-10,TARGET T-1432,-47.42,shopping,credit
2026-03-11,METRO TRANSIT,-2.75,transport,checking
2026-03-11,AMAZON MKTPLACE PMTS,-53.44,shopping,credit
2026-03-11,STARBUCKS #2231,-4.58,coffee,credit
2026-03-11,THAI SPICE,-20.11,dining,credit
2026-03-12,METRO TRANSIT,-2.75,transport,checking
2026-03-12,AMAZON MKTPLACE PMTS,-51.10,shopping,credit
2026-03-12,SPOTIFY USA,-11.99,subscriptions,credit
2026-03-13,ACME PAYROLL,2841.50,income,checking
2026-03-13,METRO TRANSIT,-2.75,transport,checking
2026-03-13,KROGER #412,-69.50,groceries,credit
2026-03-15,CITY POWER & LIGHT,-105.95,utilities,checking
2026-03-15,CHIPOTLE 1123,-18.58,dining,credit
2026-03-15,WHOLE FOODS MKT,-73.70,groceries,credit
2026-03-16,METRO TRANSIT,-2.75,transport,checking
2026-03-16,SHELL OIL 5741,-44.00,transport,credit
2026-03-17,STARBUCKS #2231,-5.41,coffee,credit
2026-03-17,UBER *TRIP,-21.11,transport,credit
2026-03-18,HULU 877-8244858,-7.99,subscriptions,credit
2026-03-18,STARBUCKS #2231,-5.80,coffee,credit
2026-03-19,UBER *TRIP,-17.67,transport,credit
2026-03-20,METRO TRANSIT,-2.75,transport,checking
2026-03-20,METRO WATER DEPT,-39.81,utilities,checking
2026-03-20,BLUE BOTTLE COFFEE,-6.05,coffee,credit
2026-03-21,THAI SPICE,-29.79,dining,credit
2026-03-21,WHOLE FOODS MKT,-89.44,groceries,credit
2026-03-22,METRO TRANSIT,-2.75,transport,checking
2026-03-22,NYTIMES DIGITAL,-17.00,subscriptions,credit
2026-03-22,PANERA BREAD #601,-30.92,dining,credit
2026-03-22,STARBUCKS #2231,-5.53,coffee,credit
2026-03-22,WHOLE FOODS MKT,-65.49,groceries,credit
2026-03-23,METRO TRANSIT,-2.75,transport,checking
2026-03-24,BLUE BOTTLE COFFEE,-4.42,coffee,credit
2026-03-26,ACME PAYROLL,2841.50,income,checking
2026-03-26,METRO TRANSIT,-2.75,transport,checking
2026-03-27,METRO TRANSIT,-2.75,transport,checking
2026-03-27,AMC THEATRES 0412,-26.51,entertainment,credit
2026-03-27,BLUE BOTTLE COFFEE,-5.29,coffee,credit
2026-03-27,SHELL OIL 5741,-48.89,transport,credit
2026-03-28,METRO TRANSIT,-2.75,transport,checking
2026-03-28,KROGER #412,-66.61,groceries,credit
2026-03-28,THAI SPICE,-23.80,dining,credit
2026-03-29,CHIPOTLE 1123,-19.99,dining,credit
2026-03-30,UBER *TRIP,-15.55,transport,credit
2026-04-01,STARBUCKS #2231,-5.59,coffee,credit
2026-04-02,METRO TRANSIT,-2.75,transport,checking
2026-04-03,METRO TRANSIT,-2.75,transport,checking
2026-04-03,OAKWOOD APARTMENTS,-1450.00,rent,checking
2026-04-03,APPLE.COM/BILL ICLOUD,-2.99,subscriptions,credit
2026-04-03,STARBUCKS #2231,-4.59,coffee,credit
2026-04-03,THAI SPICE,-31.57,dining,credit
2026-04-04,METRO TRANSIT,-2.75,transport,checking
2026-04-04,THAI SPICE,-23.24,dining,credit
2026-04-04,UBER *TRIP,-22.57,transport,credit
2026-04-04,WHOLE FOODS MKT,-53.94,groceries,credit
2026-04-05,METRO TRANSIT,-2.75,transport,checking
2026-04-05,PLANET FITNESS #1123,-24.99,subscriptions,checking
2026-04-06,METRO TRANSIT,-2.75,transport,checking
2026-04-07,METRO TRANSIT,-2.75,transport,checking
2026-04-07,NETFLIX.COM,-15.49,subscriptions,credit
2026-04-07,SHELL OIL 5741,-45.76,transport,credit
2026-04-07,STARBUCKS #2231,-5.58,coffee,credit
2026-04-07,TARGET T-1432,-42.31,shopping,credit
2026-04-07,WHOLE FOODS MKT,-87.97,groceries,credit
2026-04-08,METRO TRANSIT,-2.75,transport,checking
2026-04-08,CHIPOTLE 1123,-19.63,dining,credit
2026-04-10,ACME PAYROLL,2841.50,income,checking
2026-04-10,COMCAST CABLE COMM,-69.99,utilities,checking
2026-04-10,METRO TRANSIT,-2.75,transport,checking
2026-04-10,BLUE BOTTLE COFFEE,-5.97,coffee,credit
2026-04-10,KROGER #412,-61.55,groceries,credit
2026-04-10,THAI SPICE,-17.20,dining,credit
2026-04-11,PANERA BREAD #601,-29.64,dining,credit
2026-04-11,UBER *TRIP,-13.71,transport,credit
2026-04-12,AMAZON MKTPLACE PMTS,-23.54,shopping,credit
2026-04-12,SPOTIFY USA,-11.99,subscriptions,credit
2026-04-12,UBER *TRIP,-19.59,transport,credit
2026-04-13,METRO TRANSIT,-2.75,transport,checking
2026-04-13,TARGET T-1432,-66.22,shopping,credit
2026-04-14,METRO TRANSIT,-2.75,transport,checking
2026-04-14,BLUE BOTTLE COFFEE,-8.09,coffee,credit
2026-04-15,CITY POWER & LIGHT,-77.20,utilities,checking
2026-04-15,SHELL OIL 5741,-44.43,transport,credit
2026-04-15,TRADER JOE'S #551,-88.46,groceries,credit
2026-04-16,METRO TRANSIT,-2.75,transport,checking
2026-04-16,PANERA BREAD #601,-36.53,dining,credit
2026-04-16,STARBUCKS #2231,-4.73,coffee,credit
2026-04-16,UBER *TRIP,-23.18,transport,credit
2026-04-18,METRO TRANSIT,-2.75,transport,checking
2026-04-18,HULU 877-8244858,-7.99,subscriptions,credit
2026-04-19,METRO TRANSIT,-2.75,transport,checking
2026-04-19,UBER *TRIP,-17.81,transport,credit
2026-04-19,WHOLE FOODS MKT,-75.09,groceries,credit
2026-04-20,METRO TRANSIT,-2.75,transport,checking
2026-04-20,METRO WATER DEPT,-43.49,utilities,checking
2026-04-20,STARBUCKS #2231,-5.48,coffee,credit
2026-04-21,METRO TRANSIT,-2.75,transport,checking
2026-04-21,AMAZON MKTPLACE PMTS,-18.48,shopping,credit
2026-04-21,BLUE BOTTLE COFFEE,-4.76,coffee,credit
2026-04-21,UBER *TRIP,-13.92,transport,credit
2026-04-22,METRO TRANSIT,-2.75,transport,checking
2026-04-22,NYTIMES DIGITAL,-17.00,subscriptions,credit
2026-04-23,CVS/PHARMACY #0921,-17.55,health,credit
2026-04-23,PANERA BREAD #601,-18.44,dining,credit
2026-04-24,ACME PAYROLL,2841.50,income,checking
2026-04-24,METRO TRANSIT,-2.75,transport,checking
2026-04-24,AMAZON MKTPLACE PMTS,-34.12,shopping,credit
2026-04-24,STARBUCKS #2231,-5.12,coffee,credit
2026-04-24,WHOLE FOODS MKT,-49.25,groceries,credit
2026-04-25,METRO TRANSIT,-2.75,transport,checking
2026-04-25,THAI SPICE,-26.81,dining,credit
2026-04-25,WHOLE FOODS MKT,-81.15,groceries,credit
2026-04-26,PANERA BREAD #601,-17.47,dining,credit
2026-04-26,SHELL OIL 5741,-34.73,transport,credit
2026-04-26,STARBUCKS #2231,-4.43,coffee,credit
2026-04-27,METRO TRANSIT,-2.75,transport,checking
2026-04-27,BLUE BOTTLE COFFEE,-5.13,coffee,credit
2026-04-27,UBER *TRIP,-13.32,transport,credit
2026-04-28,METRO TRANSIT,-2.75,transport,checking
2026-04-28,PANERA BREAD #601,-23.90,dining,credit
2026-04-29,KROGER #412,-67.87,groceries,credit
2026-04-30,METRO TRANSIT,-2.75,transport,checking
2026-04-30,BLUE BOTTLE COFFEE,-6.20,coffee,credit
2026-05-01,METRO TRANSIT,-2.75,transport,checking
2026-05-02,METRO TRANSIT,-2.75,transport,checking
2026-05-03,OAKWOOD APARTMENTS,-1450.00,rent,checking
2026-05-03,APPLE.COM/BILL ICLOUD,-2.99,subscriptions,credit
2026-05-03,BLUE BOTTLE COFFEE,-5.44,coffee,credit
2026-05-03,THAI SPICE,-21.49,dining,credit
2026-05-03,UBER *TRIP,-15.99,transport,credit
2026-05-04,METRO TRANSIT,-2.75,transport,checking
2026-05-04,STARBUCKS #2231,-4.62,coffee,credit
2026-05-04,WHOLE FOODS MKT,-98.91,groceries,credit
2026-05-05,PLANET FITNESS #1123,-24.99,subscriptions,checking
2026-05-05,AMAZON MKTPLACE PMTS,-80.03,shopping,credit
2026-05-05,AMC THEATRES 0412,-26.86,entertainment,credit
2026-05-05,SHELL OIL 5741,-47.75,transport,credit
2026-05-06,METRO TRANSIT,-2.75,transport,checking
2026-05-07,ACME PAYROLL,2841.50,income,checking
2026-05-07,NETFLIX.COM,-15.49,subscriptions,credit
2026-05-07,PANERA BREAD #601,-21.71,dining,credit
2026-05-07,STARBUCKS #2231,-4.88,coffee,credit
2026-05-08,METRO TRANSIT,-2.75,transport,checking
2026-05-09,KROGER #412,-63.26,groceries,credit
2026-05-09,TARGET T-1432,-29.52,shopping,credit
2026-05-09,THAI SPICE,-26.35,dining,credit
2026-05-09,UBER *TRIP,-22.50,transport,credit
2026-05-10,COMCAST CABLE COMM,-69.99,utilities,checking
2026-05-11,PANERA BREAD #601,-18.93,dining,credit
2026-05-11,STARBUCKS #2231,-6.33,coffee,credit
2026-05-12,METRO TRANSIT,-2.75,transport,checking
2026-05-12,AMAZON MKTPLACE PMTS,-17.57,shopping,credit
2026-05-12,SPOTIFY USA,-11.99,subscriptions,credit
2026-05-13,METRO TRANSIT,-2.75,transport,checking
2026-05-13,BLUE BOTTLE COFFEE,-5.37,coffee,credit
2026-05-13,PANERA BREAD #601,-19.23,dining,credit
2026-05-13,SHELL OIL 5741,-40.84,transport,credit
2026-05-14,UBER *TRIP,-20.96,transport,credit
2026-05-15,CITY POWER & LIGHT,-85.06,utilities,checking
2026-05-15,METRO TRANSIT,-2.75,transport,checking
2026-05-16,METRO TRANSIT,-2.75,transport,checking
2026-05-16,TRADER JOE'S #551,-66.69,groceries,credit
2026-05-16,UBER *TRIP,-30.79,transport,credit
2026-05-17,BLUE BOTTLE COFFEE,-7.99,coffee,credit
2026-05-18,METRO TRANSIT,-2.75,transport,checking
2026-05-18,BLUE BOTTLE COFFEE,-6.60,coffee,credit
2026-05-18,HULU 877-8244858,-7.99,subscriptions,credit
2026-05-18,WHOLE FOODS MKT,-77.02,groceries,credit
2026-05-19,METRO TRANSIT,-2.75,transport,checking
2026-05-20,METRO TRANSIT,-2.75,transport,checking
2026-05-20,METRO WATER DEPT,-36.12,utilities,checking
2026-05-21,STARBUCKS #2231,-4.24,coffee,credit
2026-05-22,ACME PAYROLL,2841.50,income,checking
2026-05-22,METRO TRANSIT,-2.75,transport,checking
2026-05-22,NYTIMES DIGITAL,-17.00,subscriptions,credit
2026-05-22,UBER *TRIP,-28.14,transport,credit
2026-05-23,CHIPOTLE 1123,-31.20,dining,credit
2026-05-23,KROGER #412,-65.13,groceries,credit
2026-05-23,STARBUCKS #2231,-5.27,coffee,credit
2026-05-24,SHELL OIL 5741,-38.12,transport,credit
2026-05-25,METRO TRANSIT,-2.75,transport,checking
2026-05-25,STARBUCKS #2231,-5.77,coffee,credit
2026-05-25,UBER *TRIP,-40.53,transport,credit
2026-05-26,CVS/PHARMACY #0921,-14.74,health,credit
2026-05-27,METRO TRANSIT,-2.75,transport,checking
2026-05-28,METRO TRANSIT,-2.75,transport,checking
2026-05-28,BLUE BOTTLE COFFEE,-4.66,coffee,credit
2026-05-29,METRO TRANSIT,-2.75,transport,checking
2026-05-29,KROGER #412,-61.02,groceries,credit
2026-05-30,THAI SPICE,-32.14,dining,credit
2026-05-30,TRADER JOE'S #551,-67.74,groceries,credit
2026-06-01,BLUE BOTTLE COFFEE,-4.79,coffee,credit
2026-06-01,UBER *TRIP,-25.62,transport,credit
2026-06-02,OAKWOOD APARTMENTS,-1450.00,rent,checking
2026-06-02,BLUE BOTTLE COFFEE,-5.41,coffee,credit
2026-06-03,METRO TRANSIT,-2.75,transport,checking
2026-06-03,APPLE.COM/BILL ICLOUD,-2.99,subscriptions,credit
2026-06-03,KROGER #412,-71.31,groceries,credit
2026-06-03,THAI SPICE,-16.38,dining,credit
2026-06-04,BEST BUY 00412,-324.03,shopping,credit
2026-06-04,SHELL OIL 5741,-40.43,transport,credit
2026-06-04,STARBUCKS #2231,-6.15,coffee,credit
2026-06-05,ACME PAYROLL,2841.50,income,checking
2026-06-05,METRO TRANSIT,-2.75,transport,checking
2026-06-05,PLANET FITNESS #1123,-24.99,subscriptions,checking
2026-06-05,BLUE BOTTLE COFFEE,-5.15,coffee,credit
2026-06-07,METRO TRANSIT,-2.75,transport,checking
2026-06-07,NETFLIX.COM,-15.49,subscriptions,credit
2026-06-08,METRO TRANSIT,-2.75,transport,checking
2026-06-08,BLUE BOTTLE COFFEE,-6.27,coffee,credit
2026-06-09,METRO TRANSIT,-2.75,transport,checking
2026-06-09,BLUE BOTTLE COFFEE,-5.30,coffee,credit
2026-06-10,COMCAST CABLE COMM,-69.99,utilities,checking
2026-06-10,METRO TRANSIT,-2.75,transport,checking
2026-06-11,BLUE BOTTLE COFFEE,-6.08,coffee,credit
2026-06-11,UBER *TRIP,-26.42,transport,credit
2026-06-12,METRO TRANSIT,-2.75,transport,checking
2026-06-12,AMAZON MKTPLACE PMTS,-24.03,shopping,credit
2026-06-12,KROGER #412,-63.22,groceries,credit
2026-06-12,SPOTIFY USA,-11.99,subscriptions,credit
2026-06-12,TARGET T-1432,-42.50,shopping,credit
2026-06-12,UBER *TRIP,-14.72,transport,credit
2026-06-13,BLUE BOTTLE COFFEE,-5.65,coffee,credit
2026-06-13,KROGER #412,-85.40,groceries,credit
2026-06-13,THAI SPICE,-17.80,dining,credit
2026-06-14,AMAZON MKTPLACE PMTS,-34.59,shopping,credit
2026-06-15,CITY POWER & LIGHT,-79.94,utilities,checking
2026-06-15,SHELL OIL 5741,-39.21,transport,credit
2026-06-17,METRO TRANSIT,-2.75,transport,checking
2026-06-18,METRO TRANSIT,-2.75,transport,checking
2026-06-18,AMAZON MKTPLACE PMTS,-43.94,shopping,credit
2026-06-18,HULU 877-8244858,-7.99,subscriptions,credit
2026-06-19,ACME PAYROLL,2841.50,income,checking
2026-06-19,METRO TRANSIT,-2.75,transport,checking
2026-06-19,KROGER #412,-77.79,groceries,credit
2026-06-20,METRO WATER DEPT,-29.19,utilities,checking
2026-06-20,BLUE BOTTLE COFFEE,-7.45,coffee,credit
2026-06-20,CHIPOTLE 1123,-33.78,dining,credit
2026-06-20,TARGET T-1432,-27.67,shopping,credit
2026-06-20,WHOLE FOODS MKT,-68.80,groceries,credit
2026-06-21,METRO TRANSIT,-2.75,transport,checking
2026-06-21,STARBUCKS #2231,-5.32,coffee,credit
2026-06-22,METRO TRANSIT,-2.75,transport,checking
2026-06-22,NYTIMES DIGITAL,-17.00,subscriptions,credit
2026-06-22,STARBUCKS #2231,-6.44,coffee,credit
2026-06-23,METRO TRANSIT,-2.75,transport,checking
2026-06-23,BLUE BOTTLE COFFEE,-6.79,coffee,credit
2026-06-23,CVS/PHARMACY #0921,-16.33,health,credit
2026-06-23,UBER *TRIP,-14.63,transport,credit
2026-06-24,METRO TRANSIT,-2.75,transport,checking
2026-06-24,BLUE BOTTLE COFFEE,-5.66,coffee,credit
2026-06-25,METRO TRANSIT,-2.75,transport,checking
2026-06-25,BLUE BOTTLE COFFEE,-5.73,coffee,credit
2026-06-25,SHELL OIL 5741,-36.25,transport,credit
2026-06-26,METRO TRANSIT,-2.75,transport,checking
2026-06-27,TRADER JOE'S #551,-69.80,groceries,credit
2026-06-28,PANERA BREAD #601,-20.93,dining,credit
2026-06-29,METRO TRANSIT,-2.75,transport,checking
2026-06-30,METRO TRANSIT,-2.75,transport,checking
2026-07-01,METRO TRANSIT,-2.75,transport,checking
2026-07-01,PANERA BREAD #601,-19.27,dining,credit
2026-07-02,ACME PAYROLL,2841.50,income,checking
2026-07-02,AMAZON MKTPLACE PMTS,-32.45,shopping,credit
2026-07-02,STARBUCKS #2231,-5.09,coffee,credit
2026-07-02,WHOLE FOODS MKT,-57.95,groceries,credit
2026-07-03,METRO TRANSIT,-2.75,transport,checking
2026-07-03,OAKWOOD APARTMENTS,-1450.00,rent,checking
2026-07-03,APPLE.COM/BILL ICLOUD,-2.99,subscriptions,credit
2026-07-04,AMC THEATRES 0412,-27.22,entertainment,credit
2026-07-05,PLANET FITNESS #1123,-24.99,subscriptions,checking
2026-07-05,STARBUCKS #2231,-3.99,coffee,credit
2026-07-06,METRO TRANSIT,-2.75,transport,checking
2026-07-06,BLUE BOTTLE COFFEE,-4.95,coffee,credit
2026-07-06,CVS/PHARMACY #0921,-11.51,health,credit
2026-07-07,METRO TRANSIT,-2.75,transport,checking
2026-07-07,NETFLIX.COM,-15.49,subscriptions,credit
2026-07-07,SHELL OIL 5741,-48.46,transport,credit
2026-07-08,AMAZON MKTPLACE PMTS,-63.03,shopping,credit
2026-07-08,STARBUCKS #2231,-5.76,coffee,credit
2026-07-09,AMAZON MKTPLACE PMTS,-30.10,shopping,credit
2026-07-09,STARBUCKS #2231,-5.35,coffee,credit
2026-07-09,THAI SPICE,-23.47,dining,credit
2026-07-10,COMCAST CABLE COMM,-69.99,utilities,checking
2026-07-10,THAI SPICE,-23.05,dining,credit
2026-07-10,WHOLE FOODS MKT,-87.21,groceries,credit
2026-07-11,METRO TRANSIT,-2.75,transport,checking
2026-07-12,BLUE BOTTLE COFFEE,-4.47,coffee,credit
2026-07-12,SPOTIFY USA,-11.99,subscriptions,credit
2026-07-13,METRO TRANSIT,-2.75,transport,checking
2026-07-13,STARBUCKS #2231,-5.21,coffee,credit
2026-07-14,BLUE BOTTLE COFFEE,-6.32,coffee,credit
2026-07-15,CITY POWER & LIGHT,-81.47,utilities,checking
2026-07-15,METRO TRANSIT,-2.75,transport,checking
2026-07-15,THAI SPICE,-18.92,dining,credit
2026-07-16,STARBUCKS #2231,-5.16,coffee,credit
2026-07-17,ACME PAYROLL,2841.50,income,checking
2026-07-17,METRO TRANSIT,-2.75,transport,checking
2026-07-17,BLUE BOTTLE COFFEE,-5.85,coffee,credit
2026-07-17,THAI SPICE,-25.70,dining,credit
2026-07-17,UBER *TRIP,-18.83,transport,credit
2026-07-17,WHOLE FOODS MKT,-51.02,groceries,credit
2026-07-18,HULU 877-8244858,-7.99,subscriptions,credit
2026-07-18,THAI SPICE,-11.53,dining,credit
2026-07-19,SHELL OIL 5741,-40.97,transport,credit
2026-07-20,METRO TRANSIT,-2.75,transport,checking
2026-07-20,METRO WATER DEPT,-35.46,utilities,checking
2026-07-20,STARBUCKS #2231,-5.08,coffee,credit
2026-07-21,METRO TRANSIT,-2.75,transport,checking
2026-07-21,BLUE BOTTLE COFFEE,-5.56,coffee,credit
2026-07-22,CHIPOTLE 1123,-32.44,dining,credit
2026-07-22,NYTIMES DIGITAL,-17.00,subscriptions,credit
2026-07-22,UBER *TRIP,-33.06,transport,credit
2026-07-23,METRO TRANSIT,-2.75,transport,checking
2026-07-23,BLUE BOTTLE COFFEE,-5.52,coffee,credit
2026-07-24,METRO TRANSIT,-2.75,transport,checking
2026-07-24,WHOLE FOODS MKT,-50.17,groceries,credit
2026-07-27,METRO TRANSIT,-2.75,transport,checking
2026-07-27,SHELL OIL 5741,-39.12,transport,credit
2026-07-27,TARGET T-1432,-52.44,shopping,credit
2026-07-28,METRO TRANSIT,-2.75,transport,checking
2026-07-28,STARBUCKS #2231,-6.59,coffee,credit
2026-07-30,ACME PAYROLL,2841.50,income,checking
2026-07-30,BLUE BOTTLE COFFEE,-7.73,coffee,credit
2026-07-31,METRO TRANSIT,-2.75,transport,checking
2026-07-31,KROGER #412,-53.08,groceries,credit
2026-08-01,STARBUCKS #2231,-4.86,coffee,credit
2026-08-01,THAI SPICE,-31.46,dining,credit
2026-08-02,BLUE BOTTLE COFFEE,-5.24,coffee,credit
2026-08-02,THAI SPICE,-34.56,dining,credit
2026-08-02,TRADER JOE'S #551,-62.05,groceries,credit
2026-08-02,UBER *TRIP,-22.50,transport,credit
2026-08-03,METRO TRANSIT,-2.75,transport,checking
2026-08-03,OAKWOOD APARTMENTS,-1450.00,rent,checking
2026-08-03,APPLE.COM/BILL ICLOUD,-2.99,subscriptions,credit
2026-08-04,CHIPOTLE 1123,-27.44,dining,credit
2026-08-05,METRO TRANSIT,-2.75,transport,checking
2026-08-05,PLANET FITNESS #1123,-24.99,subscriptions,checking
2026-08-05,BLUE BOTTLE COFFEE,-6.19,coffee,credit
2026-08-05,SHELL OIL 5741,-37.51,transport,credit
2026-08-06,METRO TRANSIT,-2.75,transport,checking
2026-08-06,KROGER #412,-80.91,groceries,credit
2026-08-06,STARBUCKS #2231,-6.14,coffee,credit
2026-08-06,UBER *TRIP,-20.43,transport,credit
2026-08-07,METRO TRANSIT,-2.75,transport,checking
2026-08-07,NETFLIX.COM,-15.49,subscriptions,credit
2026-08-07,STARBUCKS #2231,-5.89,coffee,credit
2026-08-07,TARGET T-1432,-95.42,shopping,credit
2026-08-08,KROGER #412,-61.90,groceries,credit
2026-08-09,STARBUCKS #2231,-6.07,coffee,credit
2026-08-09,THAI SPICE,-26.32,dining,credit
2026-08-09,UBER *TRIP,-10.74,transport,credit
2026-08-10,COMCAST CABLE COMM,-69.99,utilities,checking
2026-08-10,STARBUCKS #2231,-4.71,coffee,credit
2026-08-12,METRO TRANSIT,-2.75,transport,checking
2026-08-12,SPOTIFY USA,-11.99,subscriptions,credit
2026-08-12,THAI SPICE,-30.73,dining,credit
2026-08-13,AMAZON MKTPLACE PMTS,-74.65,shopping,credit
2026-08-13,PANERA BREAD #601,-16.16,dining,credit
2026-08-13,SHELL OIL 5741,-39.77,transport,credit
2026-08-13,STARBUCKS #2231,-5.31,coffee,credit
2026-08-14,ACME PAYROLL,2841.50,income,checking
2026-08-14,BLUE BOTTLE COFFEE,-4.81,coffee,credit
2026-08-15,CITY POWER & LIGHT,-89.34,utilities,checking
2026-08-15,METRO TRANSIT,-2.75,transport,checking
2026-08-16,METRO TRANSIT,-2.75,transport,checking
2026-08-16,AMAZON MKTPLACE PMTS,-55.48,shopping,credit
2026-08-16,TRADER JOE'S #551,-52.10,groceries,credit
2026-08-17,METRO TRANSIT,-2.75,transport,checking
2026-08-17,TARGET T-1432,-54.83,shopping,credit
2026-08-18,HULU 877-8244858,-7.99,subscriptions,credit
2026-08-18,PANERA BREAD #601,-24.23,dining,credit
2026-08-18,STARBUCKS #2231,-5.37,coffee,credit
2026-08-19,METRO TRANSIT,-2.75,transport,checking
2026-08-19,AMAZON MKTPLACE PMTS,-18.77,shopping,credit
2026-08-19,BEST BUY 00412,-807.34,shopping,credit
2026-08-20,METRO TRANSIT,-2.75,transport,checking
2026-08-20,METRO WATER DEPT,-41.91,utilities,checking
2026-08-20,BLUE BOTTLE COFFEE,-5.38,coffee,credit
2026-08-20,TRADER JOE'S #551,-104.47,groceries,credit
2026-08-21,SHELL OIL 5741,-41.26,transport,credit
2026-08-21,THAI SPICE,-15.94,dining,credit
2026-08-21,UBER *TRIP,-24.44,transport,credit
2026-08-22,METRO TRANSIT,-2.75,transport,checking
2026-08-22,NYTIMES DIGITAL,-17.00,subscriptions,credit
2026-08-22,PANERA BREAD #601,-22.34,dining,credit
2026-08-22,STARBUCKS #2231,-6.44,coffee,credit
2026-08-23,AMC THEATRES 0412,-19.97,entertainment,credit
2026-08-23,BLUE BOTTLE COFFEE,-5.42,coffee,credit
2026-08-23,UBER *TRIP,-20.16,transport,credit
2026-08-24,METRO TRANSIT,-2.75,transport,checking
