date,merchant,amount,category,account
2026-02-07,THAI SPICE,-33.81,dining,credit
2026-02-07,TRADER JOE'S #551,-76.52,groceries,credit
2026-02-08,METRO TRANSIT,-2.75,transport,checking
2026-02-10,COMCAST CABLE COMM,-69.99,utilities,checking
2026-02-10,METRO TRANSIT,-2.75,transport,checking
2026-02-10,AMC THEATRES 0412,-22.08,entertainment,credit
2026-02-10,STARBUCKS #2231,-5.22,coffee,credit
2026-02-11,METRO TRANSIT,-2.75,transport,checking
2026-02-11,STARBUCKS #2231,-5.42,coffee,credit
2026-02-11,THAI SPICE,-19.21,dining,credit
2026-02-12,ACME PAYROLL,2841.50,income,checking
2026-02-12,METRO TRANSIT,-2.75,transport,checking
2026-02-12,SPOTIFY USA,-11.99,subscriptions,credit
2026-02-13,AMAZON MKTPLACE PMTS,-35.38,shopping,credit
2026-02-14,UBER *TRIP,-11.25,transport,credit
2026-02-15,CITY POWER & LIGHT,-145.58,utilities,checking
2026-02-15,METRO TRANSIT,-2.75,transport,checking
2026-02-15,IKEA SEATTLE,-1160.06,shopping,credit
2026-02-15,SHELL OIL 5741,-39.86,transport,credit
2026-02-15,WHOLE FOODS MKT,-99.48,groceries,credit
2026-02-16,METRO TRANSIT,-2.75,transport,checking
2026-02-16,BLUE BOTTLE COFFEE,-6.17,coffee,credit
2026-02-16,PANERA BREAD #601,-19.98,dining,credit
2026-02-17,CHIPOTLE 1123,-28.46,dining,credit
2026-02-17,STARBUCKS #2231,-4.64,coffee,credit
2026-02-18,METRO TRANSIT,-2.75,transport,checking
2026-02-18,HULU 877-8244858,-7.99,subscriptions,credit
2026-02-18,STARBUCKS #2231,-5.88,coffee,credit
2026-02-18,TARGET T-1432,-48.35,shopping,credit
2026-02-19,UBER *TRIP,-13.94,transport,credit
2026-02-20,METRO TRANSIT,-2.75,transport,checking
2026-02-20,METRO WATER DEPT,-35.35,utilities,checking
2026-02-20,STARBUCKS #2231,-5.55,coffee,credit
2026-02-21,WHOLE FOODS MKT,-52.48,groceries,credit
2026-02-22,KROGER #412,-96.72,groceries,credit
2026-02-22,NYTIMES DIGITAL,-17.00,subscriptions,credit
2026-02-23,METRO TRANSIT,-2.75,transport,checking
2026-02-23,STARBUCKS #2231,-6.21,coffee,credit
2026-02-24,METRO TRANSIT,-2.75,transport,checking
2026-02-24,STARBUCKS #2231,-3.93,coffee,credit
2026-02-25,SHELL OIL 5741,-46.74,transport,credit
2026-02-25,UBER *TRIP,-24.09,transport,credit
2026-02-26,ACME PAYROLL,2841.50,income,checking
2026-02-27,PANERA BREAD #601,-23.55,dining,credit
2026-02-27,TRADER JOE'S #551,-64.23,groceries,credit
2026-02-27,UBER *TRIP,-18.15,transport,credit
2026-03-01,METRO TRANSIT,-2.75,transport,checking
2026-03-01,CVS/PHARMACY #0921,-22.67,health,credit
2026-03-01,STARBUCKS #2231,-6.39,coffee,credit
2026-03-03,METRO TRANSIT,-2.75,transport,checking
2026-03-03,OAKWOOD APARTMENTS,-1450.00,rent,checking
2026-03-03,APPLE.COM/BILL ICLOUD,-2.99,subscriptions,credit
2026-03-05,PLANET FITNESS #1123,-24.99,subscriptions,checking
2026-03-05,BLUE BOTTLE COFFEE,-5.58,coffee,credit
2026-03-05,WHOLE FOODS MKT,-75.43,groceries,credit
2026-03-06,METRO TRANSIT,-2.75,transport,checking
2026-03-06,PANERA BREAD #601,-11.92,dining,credit
2026-03-07,METRO TRANSIT,-2.75,transport,checking
2026-03-07,NETFLIX.COM,-15.49,subscriptions,credit
2026-03-07,PANERA BREAD #601,-15.43,dining,credit
2026-03-07,SHELL OIL 5741,-42.41,transport,credit
2026-03-07,STARBUCKS #2231,-7.20,coffee,credit
2026-03-08,AMC THEATRES 0412,-50.15,entertainment,credit
2026-03-08,THAI SPICE,-20.09,dining,credit
2026-03-09,STARBUCKS #2231,-4.72,coffee,credit
2026-03-09,TARGET T-1432,-24.99,shopping,credit
2026-03-10,COMCAST CABLE COMM,-69.99,utilities,checking
2026-03-10,METRO TRANSIT,-2.75,transport,checking
2026-03-10,BLUE BOTTLE COFFEE,-7.48,coffee,credit
2026-03-10,UBER *TRIP,-27.41,transport,credit
2026-03-11,METRO TRANSIT,-2.75,transport,checking
2026-03-11,WHOLE FOODS MKT,-69.91,groceries,credit
2026-03-12,ACME PAYROLL,2841.50,income,checking
2026-03-12,METRO TRANSIT,-2.75,transport,checking
2026-03-12,CHIPOTLE 1123,-17.20,dining,credit
2026-03-12,KROGER #412,-77.74,groceries,credit
2026-03-12,SPOTIFY USA,-11.99,subscriptions,credit
2026-03-13,AMAZON MKTPLACE PMTS,-48.08,shopping,credit
2026-03-13,BLUE BOTTLE COFFEE,-6.52,coffee,credit
2026-03-14,BLUE BOTTLE COFFEE,-4.79,coffee,credit
2026-03-14,UBER *TRIP,-19.01,transport,credit
2026-03-15,CITY POWER & LIGHT,-107.59,utilities,checking
2026-03-15,METRO TRANSIT,-2.75,transport,checking
2026-03-16,THAI SPICE,-16.51,dining,credit
2026-03-17,METRO TRANSIT,-2.75,transport,checking
2026-03-18,METRO TRANSIT,-2.75,transport,checking
2026-03-18,HULU 877-8244858,-7.99,subscriptions,credit
2026-03-18,SHELL OIL 5741,-40.44,transport,credit
2026-03-19,METRO TRANSIT,-2.75,transport,checking
2026-03-19,STARBUCKS #2231,-6.63,coffee,credit
2026-03-20,METRO TRANSIT,-2.75,transport,checking
2026-03-20,METRO WATER DEPT,-36.05,utilities,checking
2026-03-20,BLUE BOTTLE COFFEE,-6.15,coffee,credit
2026-03-21,CHIPOTLE 1123,-13.65,dining,credit
2026-03-22,METRO TRANSIT,-2.75,transport,checking
2026-03-22,NYTIMES DIGITAL,-17.00,subscriptions,credit
2026-03-22,THAI SPICE,-17.14,dining,credit
2026-03-22,TRADER JOE'S #551,-70.22,groceries,credit
2026-03-23,METRO TRANSIT,-2.75,transport,checking
2026-03-23,BLUE BOTTLE COFFEE,-4.54,coffee,credit
2026-03-24,METRO TRANSIT,-2.75,transport,checking
2026-03-24,STARBUCKS #2231,-7.08,coffee,credit
2026-03-25,METRO TRANSIT,-2.75,transport,checking
2026-03-25,STARBUCKS #2231,-6.74,coffee,credit
2026-03-25,UBER *TRIP,-21.91,transport,credit
2026-03-26,METRO TRANSIT,-2.75,transport,checking
2026-03-27,ACME PAYROLL,2841.50,income,checking
2026-03-27,METRO TRANSIT,-2.75,transport,checking
2026-03-27,UBER *TRIP,-22.51,transport,credit
2026-03-28,CHIPOTLE 1123,-18.18,dining,credit
2026-03-28,KROGER #412,-61.08,groceries,credit
2026-03-30,METRO TRANSIT,-2.75,transport,checking
2026-03-30,SHELL OIL 5741,-43.38,transport,credit
2026-03-30,STARBUCKS #2231,-5.55,coffee,credit
2026-03-31,METRO TRANSIT,-2.75,transport,checking
2026-03-31,UBER *TRIP,-19.33,transport,credit
2026-04-01,THAI SPICE,-18.01,dining,credit
2026-04-02,METRO TRANSIT,-2.75,transport,checking
2026-04-02,OAKWOOD APARTMENTS,-1450.00,rent,checking
2026-04-02,STARBUCKS #2231,-4.52,coffee,credit
2026-04-02,THAI SPICE,-25.77,dining,credit
2026-04-03,APPLE.COM/BILL ICLOUD,-2.99,subscriptions,credit
2026-04-03,KROGER #412,-93.92,groceries,credit
2026-04-03,STARBUCKS #2231,-5.43,coffee,credit
2026-04-03,THAI SPICE,-15.59,dining,credit
2026-04-04,STARBUCKS #2231,-7.20,coffee,credit
2026-04-04,UBER *TRIP,-17.55,transport,credit
2026-04-05,PLANET FITNESS #1123,-24.99,subscriptions,checking
2026-04-05,TRADER JOE'S #551,-85.46,groceries,credit
2026-04-06,METRO TRANSIT,-2.75,transport,checking
2026-04-06,BLUE BOTTLE COFFEE,-4.68,coffee,credit
2026-04-07,METRO TRANSIT,-2.75,transport,checking
2026-04-07,NETFLIX.COM,-15.49,subscriptions,credit
2026-04-07,WHOLE FOODS MKT,-69.11,groceries,credit
2026-04-09,ACME PAYROLL,2841.50,income,checking
2026-04-09,METRO TRANSIT,-2.75,transport,checking
2026-04-09,SHELL OIL 5741,-40.55,transport,credit
2026-04-09,STARBUCKS #2231,-4.92,coffee,credit
2026-04-10,COMCAST CABLE COMM,-69.99,utilities,checking
2026-04-10,METRO TRANSIT,-2.75,transport,checking
2026-04-10,UBER *TRIP,-12.38,transport,credit
2026-04-11,METRO TRANSIT,-2.75,transport,checking
2026-04-11,STARBUCKS #2231,-4.56,coffee,credit
2026-04-12,KROGER #412,-99.24,groceries,credit
2026-04-12,PANERA BREAD #601,-25.64,dining,credit
2026-04-12,SPOTIFY USA,-11.99,subscriptions,credit
2026-04-12,UBER *TRIP,-25.19,transport,credit
2026-04-13,UBER *TRIP,-27.72,transport,credit
2026-04-14,METRO TRANSIT,-2.75,transport,checking
2026-04-14,AMAZON MKTPLACE PMTS,-40.01,shopping,credit
2026-04-15,CITY POWER & LIGHT,-88.32,utilities,checking
2026-04-16,METRO TRANSIT,-2.75,transport,checking
2026-04-16,STARBUCKS #2231,-5.40,coffee,credit
2026-04-17,PANERA BREAD #601,-20.63,dining,credit
2026-04-18,METRO TRANSIT,-2.75,transport,checking
2026-04-18,HULU 877-8244858,-7.99,subscriptions,credit
2026-04-18,STARBUCKS #2231,-6.45,coffee,credit
2026-04-18,TRADER JOE'S #551,-93.56,groceries,credit
2026-04-18,UBER *TRIP,-17.24,transport,credit
2026-04-19,THAI SPICE,-26.54,dining,credit
2026-04-20,METRO WATER DEPT,-33.05,utilities,checking
2026-04-20,UBER *TRIP,-36.17,transport,credit
2026-04-21,SHELL OIL 5741,-43.06,transport,credit
2026-04-21,STARBUCKS #2231,-5.79,coffee,credit
2026-04-22,CHIPOTLE 1123,-17.45,dining,credit
2026-04-22,NYTIMES DIGITAL,-17.00,subscriptions,credit
2026-04-23,METRO TRANSIT,-2.75,transport,checking
2026-04-23,BLUE BOTTLE COFFEE,-5.82,coffee,credit
2026-04-24,ACME PAYROLL,2841.50,income,checking
2026-04-24,METRO TRANSIT,-2.75,transport,checking
2026-04-24,TARGET T-1432,-42.54,shopping,credit
2026-04-25,BLUE BOTTLE COFFEE,-6.49,coffee,credit
2026-04-25,CHIPOTLE 1123,-16.89,dining,credit
2026-04-26,METRO TRANSIT,-2.75,transport,checking
2026-04-26,TRADER JOE'S #551,-52.27,groceries,credit
2026-04-27,METRO TRANSIT,-2.75,transport,checking
2026-04-27,AMAZON MKTPLACE PMTS,-28.44,shopping,credit
2026-04-27,IKEA SEATTLE,-322.37,shopping,credit
2026-04-28,METRO TRANSIT,-2.75,transport,checking
2026-04-29,METRO TRANSIT,-2.75,transport,checking
2026-04-29,BLUE BOTTLE COFFEE,-5.04,coffee,credit
2026-04-29,CHIPOTLE 1123,-24.44,dining,credit
2026-04-30,METRO TRANSIT,-2.75,transport,checking
2026-04-30,STARBUCKS #2231,-5.71,coffee,credit
2026-05-01,METRO TRANSIT,-2.75,transport,checking
2026-05-01,KROGER #412,-79.96,groceries,credit
2026-05-01,SHELL OIL 5741,-43.36,transport,credit
2026-05-01,STARBUCKS #2231,-5.01,coffee,credit
2026-05-02,OAKWOOD APARTMENTS,-1450.00,rent,checking
2026-05-03,APPLE.COM/BILL ICLOUD,-2.99,subscriptions,credit
2026-05-03,STARBUCKS #2231,-5.76,coffee,credit
2026-05-04,METRO TRANSIT,-2.75,transport,checking
2026-05-04,AMAZON MKTPLACE PMTS,-27.45,shopping,credit
2026-05-04,STARBUCKS #2231,-5.12,coffee,credit
2026-05-05,METRO TRANSIT,-2.75,transport,checking
2026-05-05,PLANET FITNESS #1123,-24.99,subscriptions,checking
2026-05-05,CHIPOTLE 1123,-18.41,dining,credit
2026-05-06,METRO TRANSIT,-2.75,transport,checking
2026-05-07,ACME PAYROLL,2841.50,income,checking
2026-05-07,METRO TRANSIT,-2.75,transport,checking
2026-05-07,NETFLIX.COM,-15.49,subscriptions,credit
2026-05-08,BLUE BOTTLE COFFEE,-4.62,coffee,credit
2026-05-08,TARGET T-1432,-50.35,shopping,credit
2026-05-09,SHELL OIL 5741,-47.64,transport,credit
2026-05-10,COMCAST CABLE COMM,-69.99,utilities,checking
2026-05-10,CHIPOTLE 1123,-17.66,dining,credit
2026-05-10,STARBUCKS #2231,-4.00,coffee,credit
2026-05-10,TRADER JOE'S #551,-45.36,groceries,credit
2026-05-10,UBER *TRIP,-15.07,transport,credit
2026-05-12,METRO TRANSIT,-2.75,transport,checking
2026-05-12,SPOTIFY USA,-11.99,subscriptions,credit
2026-05-13,BLUE BOTTLE COFFEE,-3.68,coffee,credit
2026-05-13,THAI SPICE,-19.47,dining,credit
2026-05-14,BLUE BOTTLE COFFEE,-6.95,coffee,credit
2026-05-15,CITY POWER & LIGHT,-83.73,utilities,checking
2026-05-15,METRO TRANSIT,-2.75,transport,checking
2026-05-15,BLUE BOTTLE COFFEE,-4.64,coffee,credit
2026-05-16,BEST BUY 00412,-395.31,shopping,credit
2026-05-16,BLUE BOTTLE COFFEE,-4.91,coffee,credit
2026-05-16,PANERA BREAD #601,-18.41,dining,credit
2026-05-16,UBER *TRIP,-15.99,transport,credit
2026-05-17,METRO TRANSIT,-2.75,transport,checking
2026-05-17,UBER *TRIP,-27.95,transport,credit
2026-05-17,WHOLE FOODS MKT,-78.93,groceries,credit
2026-05-18,METRO TRANSIT,-2.75,transport,checking
2026-05-18,HULU 877-8244858,-7.99,subscriptions,credit
2026-05-18,SHELL OIL 5741,-40.63,transport,credit
2026-05-18,STARBUCKS #2231,-5.53,coffee,credit
2026-05-19,BLUE BOTTLE COFFEE,-7.15,coffee,credit
2026-05-19,CHIPOTLE 1123,-21.76,dining,credit
2026-05-19,TRADER JOE'S #551,-63.07,groceries,credit
2026-05-20,METRO WATER DEPT,-32.82,utilities,checking
2026-05-20,BLUE BOTTLE COFFEE,-5.61,coffee,credit
2026-05-20,PANERA BREAD #601,-30.38,dining,credit
2026-05-22,ACME PAYROLL,2841.50,income,checking
2026-05-22,METRO TRANSIT,-2.75,transport,checking
2026-05-22,BLUE BOTTLE COFFEE,-5.81,coffee,credit
2026-05-22,NYTIMES DIGITAL,-17.00,subscriptions,credit
2026-05-23,PANERA BREAD #601,-26.75,dining,credit
2026-05-24,METRO TRANSIT,-2.75,transport,checking
2026-05-25,METRO TRANSIT,-2.75,transport,checking
2026-05-25,CHIPOTLE 1123,-19.05,dining,credit
2026-05-25,WHOLE FOODS MKT,-80.05,groceries,credit
2026-05-27,BLUE BOTTLE COFFEE,-5.11,coffee,credit
2026-05-27,CVS/PHARMACY #0921,-29.63,health,credit
2026-05-27,SHELL OIL 5741,-55.04,transport,credit
2026-05-28,METRO TRANSIT,-2.75,transport,checking
2026-05-28,STARBUCKS #2231,-5.53,coffee,credit
2026-05-29,CHIPOTLE 1123,-25.30,dining,credit
2026-05-30,METRO TRANSIT,-2.75,transport,checking
2026-05-30,WHOLE FOODS MKT,-62.54,groceries,credit
2026-05-31,STARBUCKS #2231,-5.73,coffee,credit
2026-05-31,UBER *TRIP,-18.50,transport,credit
2026-06-01,METRO TRANSIT,-2.75,transport,checking
2026-06-01,STARBUCKS #2231,-4.75,coffee,credit
2026-06-02,PANERA BREAD #601,-22.48,dining,credit
2026-06-03,METRO TRANSIT,-2.75,transport,checking
2026-06-03,OAKWOOD APARTMENTS,-1450.00,rent,checking
2026-06-03,APPLE.COM/BILL ICLOUD,-2.99,subscriptions,credit
2026-06-03,STARBUCKS #2231,-5.45,coffee,credit
2026-06-04,UBER *TRIP,-20.04,transport,credit
2026-06-05,ACME PAYROLL,2841.50,income,checking
2026-06-05,METRO TRANSIT,-2.75,transport,checking
2026-06-05,PLANET FITNESS #1123,-24.99,subscriptions,checking
2026-06-05,PANERA BREAD #601,-18.05,dining,credit
2026-06-05,SHELL OIL 5741,-39.08,transport,credit
2026-06-05,STARBUCKS #2231,-5.57,coffee,credit
2026-06-06,METRO TRANSIT,-2.75,transport,checking
2026-06-06,CVS/PHARMACY #0921,-23.33,health,credit
2026-06-07,KROGER #412,-84.84,groceries,credit
2026-06-07,NETFLIX.COM,-15.49,subscriptions,credit
2026-06-07,STARBUCKS #2231,-6.23,coffee,credit
2026-06-07,THAI SPICE,-22.15,dining,credit
2026-06-09,METRO TRANSIT,-2.75,transport,checking
2026-06-09,CHIPOTLE 1123,-30.27,dining,credit
2026-06-09,STARBUCKS #2231,-5.46,coffee,credit
2026-06-10,COMCAST CABLE COMM,-69.99,utilities,checking
2026-06-10,METRO TRANSIT,-2.75,transport,checking
2026-06-10,CHIPOTLE 1123,-33.51,dining,credit
2026-06-11,STARBUCKS #2231,-5.73,coffee,credit
2026-06-11,UBER *TRIP,-20.66,transport,credit
2026-06-12,SPOTIFY USA,-11.99,subscriptions,credit
2026-06-13,WHOLE FOODS MKT,-68.27,groceries,credit
2026-06-14,METRO TRANSIT,-2.75,transport,checking
2026-06-14,UBER *TRIP,-24.21,transport,credit
2026-06-15,CITY POWER & LIGHT,-75.52,utilities,checking
2026-06-15,KROGER #412,-48.33,groceries,credit
2026-06-15,SHELL OIL 5741,-39.18,transport,credit
2026-06-16,METRO TRANSIT,-2.75,transport,checking
2026-06-16,AMAZON MKTPLACE PMTS,-101.45,shopping,credit
2026-06-17,METRO TRANSIT,-2.75,transport,checking
2026-06-18,ACME PAYROLL,2841.50,income,checking
2026-06-18,METRO TRANSIT,-2.75,transport,checking
2026-06-18,HULU 877-8244858,-7.99,subscriptions,credit
2026-06-18,STARBUCKS #2231,-4.14,coffee,credit
2026-06-19,THAI SPICE,-14.00,dining,credit
2026-06-19,UBER *TRIP,-11.97,transport,credit
2026-06-20,METRO TRANSIT,-2.75,transport,checking
2026-06-20,METRO WATER DEPT,-33.17,utilities,checking
2026-06-20,PANERA BREAD #601,-21.08,dining,credit
2026-06-20,UBER *TRIP,-11.73,transport,credit
2026-06-21,BLUE BOTTLE COFFEE,-5.49,coffee,credit
2026-06-22,METRO TRANSIT,-2.75,transport,checking
2026-06-22,NYTIMES DIGITAL,-17.00,subscriptions,credit
2026-06-23,STARBUCKS #2231,-5.69,coffee,credit
2026-06-23,UBER *TRIP,-25.23,transport,credit
2026-06-24,METRO TRANSIT,-2.75,transport,checking
2026-06-24,SHELL OIL 5741,-46.12,transport,credit
2026-06-24,TARGET T-1432,-62.93,shopping,credit
2026-06-24,WHOLE FOODS MKT,-62.87,groceries,credit
2026-06-25,METRO TRANSIT,-2.75,transport,checking
2026-06-26,METRO TRANSIT,-2.75,transport,checking
2026-06-26,BLUE BOTTLE COFFEE,-6.34,coffee,credit
2026-06-26,CHIPOTLE 1123,-18.35,dining,credit
2026-06-27,AMC THEATRES 0412,-27.77,entertainment,credit
2026-06-27,THAI SPICE,-26.70,dining,credit
2026-06-28,CHIPOTLE 1123,-21.79,dining,credit
2026-06-28,WHOLE FOODS MKT,-68.01,groceries,credit
2026-06-29,BLUE BOTTLE COFFEE,-5.16,coffee,credit
2026-06-30,CHIPOTLE 1123,-22.54,dining,credit
2026-07-01,METRO TRANSIT,-2.75,transport,checking
2026-07-01,STARBUCKS #2231,-4.26,coffee,credit
2026-07-02,ACME PAYROLL,2841.50,income,checking
2026-07-02,METRO TRANSIT,-2.75,transport,checking
2026-07-03,OAKWOOD APARTMENTS,-1450.00,rent,checking
2026-07-03,AMAZON MKTPLACE PMTS,-37.91,shopping,credit
2026-07-03,APPLE.COM/BILL ICLOUD,-2.99,subscriptions,credit
2026-07-04,METRO TRANSIT,-2.75,transport,checking
2026-07-04,PANERA BREAD #601,-19.67,dining,credit
2026-07-04,SHELL OIL 5741,-40.50,transport,credit
2026-07-04,UBER *TRIP,-17.14,transport,credit
2026-07-04,WHOLE FOODS MKT,-71.01,groceries,credit
2026-07-05,PLANET FITNESS #1123,-24.99,subscriptions,checking
2026-07-05,STARBUCKS #2231,-4.85,coffee,credit
2026-07-05,UBER *TRIP,-33.76,transport,credit
2026-07-05,WHOLE FOODS MKT,-94.39,groceries,credit
2026-07-06,METRO TRANSIT,-2.75,transport,checking
2026-07-06,BLUE BOTTLE COFFEE,-4.97,coffee,credit
2026-07-07,METRO TRANSIT,-2.75,transport,checking
2026-07-07,BLUE BOTTLE COFFEE,-5.91,coffee,credit
2026-07-07,NETFLIX.COM,-15.49,subscriptions,credit
2026-07-07,TARGET T-1432,-50.45,shopping,credit
2026-07-07,TRADER JOE'S #551,-53.55,groceries,credit
2026-07-08,METRO TRANSIT,-2.75,transport,checking
2026-07-09,AMAZON MKTPLACE PMTS,-18.47,shopping,credit
2026-07-10,COMCAST CABLE COMM,-69.99,utilities,checking
2026-07-10,METRO TRANSIT,-2.75,transport,checking
2026-07-10,CVS/PHARMACY #0921,-31.13,health,credit
2026-07-11,BLUE BOTTLE COFFEE,-4.37,coffee,credit
2026-07-11,THAI SPICE,-17.85,dining,credit
2026-07-12,KROGER #412,-67.02,groceries,credit
2026-07-12,SPOTIFY USA,-11.99,subscriptions,credit
2026-07-13,METRO TRANSIT,-2.75,transport,checking
2026-07-13,AMAZON MKTPLACE PMTS,-38.15,shopping,credit
2026-07-13,STARBUCKS #2231,-5.32,coffee,credit
2026-07-14,METRO TRANSIT,-2.75,transport,checking
2026-07-14,BLUE BOTTLE COFFEE,-5.56,coffee,credit
2026-07-14,SHELL OIL 5741,-41.73,transport,credit
2026-07-14,UBER *TRIP,-20.60,transport,credit
2026-07-15,CITY POWER & LIGHT,-88.57,utilities,checking
2026-07-15,METRO TRANSIT,-2.75,transport,checking
2026-07-15,UBER *TRIP,-21.31,transport,credit
2026-07-16,ACME PAYROLL,2841.50,income,checking
2026-07-16,METRO TRANSIT,-2.75,transport,checking
2026-07-17,STARBUCKS #2231,-4.68,coffee,credit
2026-07-18,METRO TRANSIT,-2.75,transport,checking
2026-07-18,HULU 877-8244858,-7.99,subscriptions,credit
2026-07-18,TRADER JOE'S #551,-54.61,groceries,credit
2026-07-19,AMC THEATRES 0412,-38.07,entertainment,credit
2026-07-19,BLUE BOTTLE COFFEE,-5.84,coffee,credit
2026-07-19,CHIPOTLE 1123,-25.52,dining,credit
2026-07-20,METRO TRANSIT,-2.75,transport,checking
2026-07-20,METRO WATER DEPT,-35.73,utilities,checking
2026-07-20,KROGER #412,-70.14,groceries,credit
2026-07-20,PANERA BREAD #601,-24.15,dining,credit
2026-07-21,METRO TRANSIT,-2.75,transport,checking
2026-07-21,BEST BUY 00412,-1169.61,shopping,credit
2026-07-21,BLUE BOTTLE COFFEE,-6.54,coffee,credit
2026-07-22,METRO TRANSIT,-2.75,transport,checking
2026-07-22,BLUE BOTTLE COFFEE,-6.82,coffee,credit
2026-07-22,NYTIMES DIGITAL,-17.00,subscriptions,credit
2026-07-23,METRO TRANSIT,-2.75,transport,checking
2026-07-24,METRO TRANSIT,-2.75,transport,checking
2026-07-24,SHELL OIL 5741,-45.19,transport,credit
2026-07-25,KROGER #412,-49.92,groceries,credit
2026-07-26,TARGET T-1432,-75.87,shopping,credit
2026-07-26,THAI SPICE,-18.82,dining,credit
2026-07-27,METRO TRANSIT,-2.75,transport,checking
2026-07-27,BLUE BOTTLE COFFEE,-5.60,coffee,credit
2026-07-27,CHIPOTLE 1123,-29.65,dining,credit
2026-07-27,KROGER #412,-64.71,groceries,credit
2026-07-28,METRO TRANSIT,-2.75,transport,checking
2026-07-28,CHIPOTLE 1123,-13.30,dining,credit
2026-07-28,STARBUCKS #2231,-5.36,coffee,credit
2026-07-28,UBER *TRIP,-23.42,transport,credit
2026-07-30,METRO TRANSIT,-2.75,transport,checking
2026-07-31,ACME PAYROLL,2841.50,income,checking
2026-07-31,METRO TRANSIT,-2.75,transport,checking
2026-08-01,AMAZON MKTPLACE PMTS,-82.86,shopping,credit
2026-08-01,PANERA BREAD #601,-26.84,dining,credit
2026-08-01,UBER *TRIP,-11.92,transport,credit
2026-08-02,METRO TRANSIT,-2.75,transport,checking
2026-08-02,OAKWOOD APARTMENTS,-1450.00,rent,checking
2026-08-02,BLUE BOTTLE COFFEE,-7.29,coffee,credit
2026-08-02,SHELL OIL 5741,-37.72,transport,credit
2026-08-03,APPLE.COM/BILL ICLOUD,-2.99,subscriptions,credit
2026-08-03,BLUE BOTTLE COFFEE,-5.50,coffee,credit
2026-08-04,METRO TRANSIT,-2.75,transport,checking
2026-08-05,METRO TRANSIT,-2.75,transport,checking
2026-08-05,PLANET FITNESS #1123,-24.99,subscriptions,checking
2026-08-05,CVS/PHARMACY #0921,-12.84,health,credit
2026-08-05,STARBUCKS #2231,-6.55,coffee,credit
2026-08-05,UBER *TRIP,-17.88,transport,credit
2026-08-06,BLUE BOTTLE COFFEE,-7.04,coffee,credit
2026-08-06,CHIPOTLE 1123,-21.87,dining,credit
2026-08-06,UBER *TRIP,-14.93,transport,credit
2026-08-07,NETFLIX.COM,-15.49,subscriptions,credit
2026-08-07,WHOLE FOODS MKT,-78.43,groceries,credit
2026-08-08,METRO TRANSIT,-2.75,transport,checking
2026-08-09,PANERA BREAD #601,-27.03,dining,credit
2026-08-10,COMCAST CABLE COMM,-69.99,utilities,checking
2026-08-10,METRO TRANSIT,-2.75,transport,checking
2026-08-10,SHELL OIL 5741,-42.95,transport,credit
2026-08-11,STARBUCKS #2231,-5.43,coffee,credit
2026-08-11,THAI SPICE,-12.92,dining,credit
2026-08-12,METRO TRANSIT,-2.75,transport,checking
2026-08-12,PANERA BREAD #601,-23.46,dining,credit
2026-08-12,SPOTIFY USA,-11.99,subscriptions,credit
2026-08-13,ACME PAYROLL,2841.50,income,checking
2026-08-13,BLUE BOTTLE COFFEE,-6.26,coffee,credit
2026-08-15,CITY POWER & LIGHT,-75.20,utilities,checking
2026-08-15,TRADER JOE'S #551,-77.40,groceries,credit
2026-08-16,METRO TRANSIT,-2.75,transport,checking
2026-08-17,UBER *TRIP,-19.83,transport,credit
2026-08-18,METRO TRANSIT,-2.75,transport,checking
2026-08-18,BLUE BOTTLE COFFEE,-6.58,coffee,credit
2026-08-18,HULU 877-8244858,-7.99,subscriptions,credit
2026-08-19,SHELL OIL 5741,-43.42,transport,credit
2026-08-20,METRO TRANSIT,-2.75,transport,checking
2026-08-20,METRO WATER DEPT,-31.16,utilities,checking
2026-08-20,WHOLE FOODS MKT,-53.59,groceries,credit
2026-08-21,UBER *TRIP,-12.75,transport,credit
2026-08-22,NYTIMES DIGITAL,-17.00,subscriptions,credit
2026-08-23,METRO TRANSIT,-2.75,transport,checking
2026-08-23,BLUE BOTTLE COFFEE,-5.74,coffee,credit
2026-08-23,PANERA BREAD #601,-18.65,dining,credit
2026-08-25,METRO TRANSIT,-2.75,transport,checking
2026-08-25,BLUE BOTTLE COFFEE,-3.18,coffee,credit
2026-08-25,TARGET T-1432,-38.61,shopping,credit
2026-08-26,METRO TRANSIT,-2.75,transport,checking
2026-08-27,ACME PAYROLL,2841.50,income,checking
2026-08-27,METRO TRANSIT,-2.75,transport,checking
2026-08-27,CHIPOTLE 1123,-11.64,dining,credit
2026-08-27,SHELL OIL 5741,-38.73,transport,credit
2026-08-28,AMC THEATRES 0412,-25.88,entertainment,credit
2026-08-28,STARBUCKS #2231,-5.89,coffee,credit
2026-08-28,UBER *TRIP,-15.19,transport,credit
2026-08-29,METRO TRANSIT,-2.75,transport,checking
2026-08-29,THAI SPICE,-26.56,dining,credit
2026-08-29,WHOLE FOODS MKT,-77.74,groceries,credit
2026-08-30,METRO TRANSIT,-2.75,transport,checking
2026-08-30,PANERA BREAD #601,-20.66,dining,credit
2026-08-30,STARBUCKS #2231,-5.91,coffee,credit
2026-08-30,TRADER JOE'S #551,-77.20,groceries,credit
2026-08-30,UBER *TRIP,-14.92,transport,credit
2026-08-31,STARBUCKS #2231,-5.50,coffee,credit
2026-09-01,METRO TRANSIT,-2.75,transport,checking
2026-09-01,AMAZON MKTPLACE PMTS,-70.75,shopping,credit
